,grp,sid,pre,post
0,0,0,0.5,0.9666666666666667
1,0,1,0.7222222222222221,0.7888888888888889
2,0,2,0.4888888888888889,0.4888888888888889
3,0,3,0.8666666666666667,0.9555555555555555
4,0,4,0.5888888888888888,0.7333333333333333
5,0,5,0.6333333333333333,0.7111111111111111
6,0,6,0.7,0.9333333333333333
7,0,7,0.6666666666666666,0.7888888888888889
8,0,8,0.6333333333333333,0.6888888888888889
9,0,9,0.6444444444444444,0.7777777777777777
10,0,10,0.5222222222222221,0.6555555555555554
11,0,11,0.711111111111111,0.9444444444444444
12,0,12,0.6,0.7666666666666666
13,0,13,0.4555555555555555,0.5777777777777777
14,0,14,0.4222222222222222,0.42222222222222217
15,0,15,0.47777777777777775,0.7
16,0,16,0.7777777777777777,0.6777777777777778
17,0,17,0.5444444444444444,0.6888888888888889
18,0,18,0.6555555555555554,0.7777777777777777
19,0,19,0.6888888888888889,0.9
20,0,20,0.6555555555555554,0.8777777777777778
21,0,21,0.5555555555555555,0.4111111111111111
22,0,22,0.5333333333333333,0.39999999999999997
23,0,23,0.43333333333333335,0.6
24,0,24,0.7444444444444445,0.7222222222222221
25,0,25,0.6777777777777778,0.8
26,0,26,0.7888888888888889,0.7555555555555555
27,0,27,0.7444444444444445,0.6111111111111112
28,0,28,0.6111111111111112,0.8666666666666667
29,0,29,0.7333333333333334,0.7333333333333334
30,0,30,0.7555555555555555,0.7666666666666666
31,0,31,0.5333333333333333,0.7444444444444445
32,0,32,0.6444444444444444,0.8444444444444443
33,0,33,0.6888888888888889,0.8
34,0,34,0.7,0.6444444444444444
35,0,35,0.8333333333333334,0.7444444444444445
36,0,36,0.5888888888888888,0.7333333333333333
37,0,37,0.5222222222222221,0.8444444444444443
38,0,38,0.5555555555555556,0.5333333333333333
39,0,39,0.43333333333333324,0.6888888888888889
40,0,40,0.24444444444444444,0.5777777777777777
41,0,41,0.5666666666666667,0.6666666666666666
42,0,42,0.6666666666666666,0.7222222222222221
43,0,43,0.6222222222222222,0.6444444444444444
44,0,44,0.7222222222222221,0.8444444444444444
45,0,45,0.711111111111111,0.7222222222222222
46,0,46,0.4666666666666667,0.7444444444444445
47,0,47,0.5555555555555556,0.6
48,0,48,0.8444444444444443,0.8222222222222222
49,0,49,0.5999999999999999,0.6777777777777778
50,0,50,0.6666666666666666,0.9555555555555555
51,0,51,0.5111111111111111,0.5888888888888888
52,0,52,0.6333333333333333,0.7555555555555555
53,0,53,0.45555555555555555,0.8666666666666667
54,0,54,0.5,0.8777777777777778
55,0,55,0.6222222222222222,0.7777777777777777
56,0,56,0.6888888888888889,0.9222222222222223
57,0,57,0.4888888888888888,0.6666666666666666
58,0,58,0.7111111111111111,0.7333333333333332
59,0,59,0.5111111111111111,0.7
60,0,60,0.7444444444444445,0.8222222222222222
61,0,61,0.8222222222222222,0.8444444444444444
62,0,62,0.45555555555555555,0.6777777777777778
63,0,63,0.7777777777777778,0.9333333333333333
64,0,64,0.6666666666666667,0.7333333333333334
65,0,65,0.4666666666666667,0.8111111111111111
66,0,66,0.6111111111111112,0.8
67,0,67,0.5444444444444444,0.7777777777777777
68,0,68,0.6333333333333333,0.9333333333333333
69,0,69,0.5777777777777777,0.4888888888888888
70,0,70,0.6222222222222222,0.7333333333333334
71,0,71,0.6444444444444444,0.7333333333333333
72,0,72,0.5555555555555556,0.7222222222222221
73,0,73,0.5111111111111111,0.6
74,0,74,0.6222222222222222,0.6111111111111112
75,0,75,0.5666666666666667,0.7222222222222222
76,0,76,0.5444444444444445,0.6888888888888889
77,0,77,0.5888888888888888,0.711111111111111
78,0,78,0.5888888888888888,0.6
79,0,79,0.7777777777777778,0.8333333333333334
80,0,80,0.7444444444444445,0.9444444444444444
81,0,81,0.5888888888888889,0.6888888888888889
82,0,82,0.5333333333333333,0.5777777777777777
83,0,83,0.4222222222222222,0.6444444444444444
84,0,84,0.8,0.6888888888888889
85,0,85,0.6222222222222222,0.5
86,0,86,0.6111111111111112,0.6444444444444444
87,0,87,0.4111111111111111,0.7666666666666666
88,0,88,0.4666666666666667,0.7444444444444445
89,0,89,0.7666666666666666,0.7444444444444445
90,0,90,0.5777777777777777,0.6444444444444444
91,0,91,0.6888888888888889,0.8888888888888888
92,0,92,0.6,0.6777777777777778
93,0,93,0.6333333333333333,0.8222222222222222
94,0,94,0.6777777777777778,0.6
95,0,95,0.6111111111111112,0.5222222222222221
96,0,96,0.8,0.8111111111111111
97,0,97,0.5888888888888888,0.6777777777777778
98,0,98,0.6444444444444444,0.8666666666666667
99,0,99,0.7333333333333333,0.7555555555555555
100,0,100,0.711111111111111,0.8777777777777778
101,0,101,0.6666666666666667,0.8666666666666667
102,0,102,0.5444444444444445,0.6
103,0,103,0.6444444444444444,0.8333333333333334
104,0,104,0.4666666666666667,0.7333333333333334
105,0,105,0.47777777777777775,0.9333333333333333
106,0,106,0.5222222222222221,0.7999999999999999
107,0,107,0.5222222222222221,0.6777777777777778
108,0,108,0.5,0.7555555555555555
109,0,109,0.6666666666666667,0.7777777777777777
110,0,110,0.7222222222222221,0.8111111111111111
111,0,111,0.7,0.8333333333333333
112,0,112,0.6444444444444444,0.5888888888888888
113,0,113,0.6444444444444444,0.9777777777777777
114,0,114,0.5888888888888888,0.8111111111111111
115,0,115,0.6888888888888889,0.7444444444444445
116,0,116,0.7,0.8444444444444443
117,0,117,0.611111111111111,0.8666666666666667
118,0,118,0.7333333333333334,0.8777777777777778
119,0,119,0.6444444444444444,0.8222222222222222
120,0,120,0.7,0.7555555555555555
121,0,121,0.8,0.8333333333333333
122,0,122,0.7666666666666666,0.5444444444444444
123,0,123,0.7777777777777777,0.9111111111111111
124,0,124,0.7,0.8777777777777778
125,0,125,0.4666666666666667,0.6555555555555554
126,0,126,0.6,0.6222222222222222
127,0,127,0.7,0.6777777777777778
128,0,128,0.5333333333333332,0.4666666666666667
129,0,129,0.4,0.42222222222222217
130,0,130,0.5222222222222221,0.8
131,0,131,0.6666666666666666,0.711111111111111
132,0,132,0.5111111111111111,0.8
133,0,133,0.7444444444444445,0.7
134,0,134,0.6222222222222222,0.7777777777777777
135,0,135,0.7,0.6222222222222221
136,0,136,0.6777777777777778,0.7
137,0,137,0.6333333333333333,0.6111111111111112
138,0,138,0.6333333333333333,0.9
139,0,139,0.8666666666666667,0.9777777777777777
140,0,140,0.5555555555555556,0.6777777777777778
141,0,141,0.6555555555555554,0.6777777777777778
142,0,142,0.6666666666666665,0.6888888888888889
143,0,143,0.6,0.6888888888888889
144,0,144,0.6222222222222222,0.8111111111111111
145,0,145,0.8222222222222222,0.7888888888888889
146,0,146,0.4,0.5
147,0,147,0.5777777777777777,0.7222222222222221
148,0,148,0.5777777777777777,0.5111111111111111
149,0,149,0.611111111111111,0.8777777777777778
150,0,150,0.5555555555555556,0.7222222222222222
151,0,151,0.7555555555555555,0.9444444444444444
152,0,152,0.4,0.5222222222222221
153,0,153,0.6555555555555554,0.5444444444444444
154,1,154,0.6111111111111112,0.8777777777777778
155,1,155,0.7666666666666666,0.7333333333333334
156,1,156,0.6444444444444444,0.8333333333333333
157,1,157,0.8666666666666667,0.7777777777777777
158,1,158,0.7555555555555555,0.5111111111111111
159,1,159,0.5999999999999999,0.711111111111111
160,1,160,0.5111111111111111,0.9111111111111111
161,1,161,0.7222222222222222,0.711111111111111
162,1,162,0.7444444444444445,0.8555555555555556
163,1,163,0.5444444444444445,0.6777777777777778
164,1,164,0.6222222222222222,0.7999999999999999
165,1,165,0.8222222222222222,0.5888888888888888
166,1,166,0.45555555555555555,0.6333333333333333
167,1,167,0.6444444444444444,0.6333333333333333
168,1,168,0.6333333333333333,0.7222222222222222
169,1,169,0.7777777777777777,0.8
170,1,170,0.4111111111111111,0.45555555555555555
171,1,171,0.7,0.8444444444444443
172,1,172,0.6222222222222222,0.8333333333333333
173,1,173,0.47777777777777775,0.8888888888888888
174,1,174,0.7,0.7888888888888889
175,1,175,0.6444444444444444,0.611111111111111
176,1,176,0.6555555555555554,0.9
177,1,177,0.5333333333333333,0.4888888888888889
178,1,178,0.4777777777777778,0.8111111111111111
179,1,179,0.6444444444444444,0.7222222222222221
180,1,180,0.4666666666666667,0.4666666666666666
181,1,181,0.5666666666666667,0.9888888888888889
182,1,182,0.5555555555555556,0.7444444444444445
183,1,183,0.5333333333333333,0.5777777777777777
184,1,184,0.6444444444444444,0.6333333333333333
185,1,185,0.26666666666666666,0.8
186,1,186,0.6,0.6777777777777778
187,1,187,0.6222222222222222,0.7555555555555555
188,1,188,0.6777777777777778,0.5777777777777777
189,1,189,0.7333333333333334,0.7888888888888889
190,1,190,0.6444444444444444,0.9222222222222223
191,1,191,0.5333333333333332,0.6666666666666666
192,1,192,0.36666666666666664,0.8555555555555555
193,1,193,0.5555555555555556,0.8333333333333333
194,1,194,0.7222222222222221,0.8222222222222222
195,1,195,0.7666666666666666,0.9444444444444444
196,1,196,0.7222222222222222,0.8888888888888888
197,1,197,0.7777777777777777,0.8
198,1,198,0.6666666666666665,0.8666666666666667
199,1,199,0.42222222222222217,0.8111111111111111
200,1,200,0.8,0.8111111111111111
201,1,201,0.5,0.6888888888888889
202,1,202,0.7,0.8555555555555556
203,1,203,0.8333333333333334,0.9444444444444444
204,1,204,0.8777777777777778,0.9222222222222223
205,1,205,0.5888888888888888,0.7666666666666666
206,1,206,0.5333333333333333,0.6
207,1,207,0.6222222222222222,0.6
208,1,208,0.6333333333333333,0.7666666666666666
209,1,209,0.6888888888888889,0.9222222222222223
210,1,210,0.6444444444444444,0.8
211,1,211,0.6111111111111112,0.5111111111111111
212,1,212,0.5666666666666667,0.8555555555555556
213,1,213,0.6,0.7555555555555555
214,1,214,0.6333333333333333,0.8555555555555555
215,1,215,0.6444444444444444,0.6555555555555554
216,1,216,0.6111111111111112,0.7111111111111111
217,1,217,0.6555555555555556,0.9666666666666667
218,1,218,0.6222222222222222,0.7999999999999999
219,1,219,0.8,0.9
220,1,220,0.7666666666666666,0.9
221,1,221,0.4555555555555555,0.5777777777777777
222,1,222,0.7666666666666666,0.6555555555555554
223,1,223,0.7,0.7666666666666666
224,1,224,0.5555555555555556,0.7
225,1,225,0.711111111111111,0.7222222222222221
226,1,226,0.7999999999999999,0.7222222222222222
227,1,227,0.7,0.7333333333333334
228,1,228,0.711111111111111,0.8111111111111111
229,1,229,0.5555555555555556,0.7888888888888889
230,1,230,0.7888888888888888,0.7555555555555555
231,1,231,0.7555555555555555,0.9555555555555555
232,1,232,0.7333333333333334,0.8111111111111111
233,1,233,0.6444444444444444,0.9111111111111111
234,1,234,0.7666666666666666,0.7888888888888889
235,1,235,0.7222222222222221,0.9333333333333333
236,1,236,0.5666666666666667,0.6666666666666667
237,1,237,0.7555555555555555,0.9
238,1,238,0.5666666666666667,0.7333333333333333
239,1,239,0.6444444444444444,0.8
240,1,240,0.711111111111111,0.6777777777777778
241,1,241,0.8111111111111111,0.7222222222222221
242,1,242,0.6444444444444444,0.5444444444444445
243,1,243,0.5222222222222221,0.8777777777777778
244,1,244,0.7444444444444445,0.7555555555555555
245,1,245,0.7,0.8222222222222222
246,1,246,0.7,0.5333333333333333
247,1,247,0.6,0.6888888888888889
248,1,248,0.5333333333333333,0.8555555555555555
249,1,249,0.7555555555555555,0.9444444444444444
250,1,250,0.5777777777777777,0.8555555555555555
251,1,251,0.7,0.611111111111111
252,1,252,0.5555555555555556,0.8444444444444443
253,1,253,0.7888888888888889,0.8333333333333333
254,1,254,0.6333333333333333,0.5
255,1,255,0.5888888888888888,0.6666666666666666
256,1,256,0.6333333333333333,0.8222222222222222
257,1,257,0.6888888888888889,0.7888888888888889
258,1,258,0.8111111111111111,0.8444444444444444
259,1,259,0.6666666666666666,0.8777777777777778
260,1,260,0.7888888888888889,0.7222222222222221
261,1,261,0.6666666666666666,0.8222222222222222
262,1,262,0.7666666666666666,0.7888888888888889
263,1,263,0.611111111111111,0.7
264,1,264,0.5666666666666667,0.9111111111111111
265,1,265,0.4888888888888889,0.7
266,1,266,0.6777777777777778,0.8555555555555556
267,1,267,0.5888888888888888,0.7666666666666666
268,1,268,0.6555555555555554,0.7333333333333334
269,1,269,0.711111111111111,0.6888888888888889
270,1,270,0.6,0.7444444444444445
271,1,271,0.711111111111111,0.6444444444444444
272,1,272,0.6222222222222222,0.6666666666666666
273,1,273,0.6222222222222222,0.6111111111111112
274,1,274,0.47777777777777775,0.711111111111111
275,1,275,0.5777777777777777,0.9111111111111111
276,1,276,0.7333333333333333,0.7666666666666666
277,1,277,0.6111111111111112,0.8666666666666667
278,1,278,0.4666666666666666,0.8
279,1,279,0.7777777777777777,0.8333333333333333
280,1,280,0.5888888888888888,0.9888888888888889
281,1,281,0.7666666666666666,0.4888888888888888
282,1,282,0.5777777777777777,0.9111111111111111
283,1,283,0.5666666666666667,0.43333333333333335
284,1,284,0.8555555555555556,0.9
285,1,285,0.5888888888888889,0.6555555555555554
286,1,286,0.6222222222222222,0.8999999999999999
287,1,287,0.6777777777777778,0.9111111111111111
288,1,288,0.6333333333333333,0.8444444444444443
289,1,289,0.5777777777777777,0.9333333333333333
290,1,290,0.3222222222222222,0.6555555555555554
291,1,291,0.7444444444444445,0.9
292,1,292,0.7666666666666666,0.7333333333333334
293,1,293,0.6777777777777778,0.7888888888888889
294,1,294,0.6,0.5555555555555556
295,1,295,0.5444444444444445,0.9444444444444444
296,1,296,0.6111111111111112,0.6777777777777778
297,1,297,0.7,0.7
298,1,298,0.6111111111111112,0.7777777777777777
299,1,299,0.4888888888888888,0.8111111111111111
300,1,300,0.7222222222222221,0.8888888888888888
301,1,301,0.8444444444444443,0.8444444444444444
302,1,302,0.6888888888888889,0.7666666666666666
303,1,303,0.6666666666666666,0.8222222222222222
304,1,304,0.6444444444444444,0.7444444444444445
305,1,305,0.6888888888888889,0.8111111111111111
306,1,306,0.711111111111111,0.9888888888888889
307,1,307,0.7444444444444445,0.9111111111111111
308,1,308,0.6555555555555554,0.8
309,1,309,0.5666666666666667,0.8333333333333333
310,1,310,0.6333333333333333,0.8555555555555556
311,1,311,0.7222222222222221,0.8555555555555556
312,1,312,0.8,0.6555555555555554
313,1,313,0.8111111111111111,0.6000000000000001
314,1,314,0.6333333333333333,0.8444444444444443
315,1,315,0.6111111111111112,0.9
316,1,316,0.7,0.9222222222222223
317,1,317,0.6444444444444444,0.8555555555555555
318,1,318,0.6,0.7444444444444445
319,1,319,0.7,0.8444444444444443
320,1,320,0.5666666666666667,0.7777777777777777
321,1,321,0.7777777777777777,0.711111111111111
322,1,322,0.8111111111111111,0.8111111111111111
323,1,323,0.7333333333333333,0.8444444444444443
324,1,324,0.5555555555555556,0.8
325,1,325,0.4222222222222222,0.4444444444444444
326,1,326,0.5222222222222221,0.5999999999999999
327,1,327,0.5555555555555556,0.4888888888888889
328,1,328,0.5444444444444445,0.6777777777777778
329,1,329,0.6222222222222222,0.7444444444444445
